TRAP,Source,Type,LU_Around,LU_Top,Date,DiameterMax,DiameterMin,HeightMax,Condition,PrincipalSourceOfImpact,AllNotes
9595,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,14,14,0.8,2 - minor damage,Agriculture,photo 15
9596,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,17,17,0.9,2 - minor damage,Agriculture,photo 16
8393,Legacy verification,Burial Mound,Annual agriculture,Other,2017-09-15,30,NA,1.2,4 - seriously damaged,Construction,"explain in notes (same as before,#342-343"
8159,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-15,35,25,2.5,3 - damaged,Looting,grassland
9597,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,24,24,3.5,2 - minor damage,Agriculture,photo #17
8394,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,30,NA,0.3,5 - extinct or near extinct,Agriculture,#344
9598,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,19,18,1.6,2 - minor damage,Agriculture,photo 18
8395,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,40,NA,2.5,3 - damaged,Agriculture,"#346-347,large ploughed up mound, was 3 m tall on the map"
9599,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,29,29,5,3 - damaged,Looting,
8396,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,0,NA,0,5 - extinct or near extinct,Agriculture,#348
8160,Legacy verification,Burial Mound,Annual agriculture,Scrub,2017-09-15,40,40,3.5,2 - minor damage,Animal activity,
9600,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-15,17,17,1.6,3 - damaged,Agriculture,"grassland,grassland,photo #22"
8397,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,40,NA,2.3,3 - damaged,Agriculture,#349-350
9601,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-15,24,20,3.5,3 - damaged,Looting,"grassland,photo #23-24"
8161,Legacy verification,Burial Mound,Annual agriculture,Scrub,2017-09-15,50,45,2,0 - No observation,No observation,
9602,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,15,15,0.4,3 - damaged,Agriculture,photo #25
9603,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,15,15,0.4,3 - damaged,Agriculture,photo #26
8398,Legacy verification,Burial Mound,Annual agriculture,Scrub,2017-09-15,27,NA,1.7,4 - seriously damaged,Agriculture,#351-352
8399,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,25,NA,1.4,4 - seriously damaged,Agriculture,"ridge,#353"
8162,Survey,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,60,50,0.8,4 - seriously damaged,Looting,
8400,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,34,NA,2,3 - damaged,Agriculture,#354-355
9604,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,19,19,1.6,3 - damaged,Agriculture,photo 27
9605,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,19,15,1.5,3 - damaged,Agriculture,photo28
9606,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-15,20,18,1.9,2 - minor damage,Agriculture,"grassland,photo29"
9607,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,20,20,0.8,2 - minor damage,Agriculture,photo31
9608,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,26,24,2,4 - seriously damaged,Looting,"photo 32-33, white limestone spread all over,"
8401,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,30,NA,0.8,4 - seriously damaged,Agriculture,#358-359
9609,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-15,25,22,2,3 - damaged,Looting,grassland
8163,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,60,55,0.5,4 - seriously damaged,Agriculture,
9610,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,18,17,1.4,3 - damaged,Agriculture,"photo36, white crumbled limestone spread all over the mound"
9611,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-15,27,25,2.8,3 - damaged,Looting,grassland
9612,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-15,23,22,2,4 - seriously damaged,Looting,grassland
9613,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-15,25,23,2.1,2 - minor damage,Agriculture,grassland
8165,Legacy verification,Burial Mound,Annual agriculture,Scrub,2017-09-15,50,50,4.5,2 - minor damage,Animal activity,
8166,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2017-09-15,0,0,0,0 - No observation,Agriculture,
8167,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-15,40,40,2,3 - damaged,Agriculture,"grassland,grassland"
8168,Legacy verification,Burial Mound,Annual agriculture,Scrub,2017-09-15,60,50,5,2 - minor damage,Animal activity,look at satellite
8169,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,60,60,2.5,2 - minor damage,Agriculture,
8170,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,45,40,0.4,5 - extinct or near extinct,Agriculture,
9614,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-18,18,14,1.7,3 - damaged,Looting,"grassland,grassland"
8171,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,0,0,0,5 - extinct or near extinct,Agriculture,
9615,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-18,35,30,3.5,4 - seriously damaged,Looting,"grassland,grassland"
8172,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,0,0,0,5 - extinct or near extinct,Agriculture,
9616,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2017-09-18,0,NA,0,5 - extinct or near extinct,Other,"grassland,grassland"
8173,Legacy verification,Burial Mound,Annual agriculture,Scrub,2017-09-18,40,35,1,1 - pristine,No observation,
9617,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-18,30,28,3.1,4 - seriously damaged,Looting,"grassland,grassland"
9338,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,50,45,1.2,4 - seriously damaged,Agriculture,
9071,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-18,50,50,1.5,4 - seriously damaged,Construction,"grassland,grassland"
9618,Legacy verification,Uncertain Mound,Annual agriculture,Pasture,2017-09-18,15,15,0.5,4 - seriously damaged,Looting,grassland
9619,Legacy verification,Burial Mound,Scrub,Scrub,2017-09-18,25,20,3.5,4 - seriously damaged,Looting,
9620,Legacy verification,Burial Mound,Scrub,Scrub,2017-09-18,14,14,1.1,3 - damaged,Looting,
9621,Legacy verification,Extinct Burial Mound,Scrub,Scrub,2017-09-18,0,0,0,0 - No observation,No observation,
8174,Survey,Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,40,30,1.5,3 - damaged,Agriculture,
8175,Survey,Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,35,30,2,3 - damaged,Agriculture,"well positioned, good view around"
9622,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,21,20,1.4,3 - damaged,Agriculture,
8176,Survey,Burial Mound,Annual agriculture,Pasture,2017-09-18,45,40,4.5,3 - damaged,Looting,grassland
8177,Survey,Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,55,50,1.8,3 - damaged,Agriculture,
8178,Survey,Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,50,45,1.5,3 - damaged,Agriculture,
8179,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,60,50,2.5,4 - seriously damaged,Agriculture,
8180,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,0,NA,0,5 - extinct or near extinct,Agriculture,
8181,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,45,35,1.1,4 - seriously damaged,Agriculture,
8182,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,0,NA,0,5 - extinct or near extinct,Agriculture,
8183,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,2017-09-18,0,NA,0,4 - seriously damaged,Agriculture,
8184,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,35,30,0.9,4 - seriously damaged,Agriculture,
8185,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,55,50,2.3,3 - damaged,Agriculture,
8186,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,40,54,1.2,4 - seriously damaged,Agriculture,
8187,Survey,Burial Mound,Annual agriculture,Annual agriculture,2017-09-18,28,25,1.1,4 - seriously damaged,Agriculture,
9623,Legacy verification,Uncertain Mound,Scrub,Scrub,2017-09-19,0,NA,0,0 - No observation,No observation,"impossible to walk through the dense scrub, we went as close as possible"
9624,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-19,20,19,1.6,3 - damaged,Looting,"grassland,grassland,4,5"
9625,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-19,18,NA,1.5,3 - damaged,Looting,"grassland,grassland,6-Aug"
8402,Legacy verification,Burial Mound,Scrub,Scrub,2017-09-19,28,NA,1.9,3 - damaged,Construction,
9626,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2017-09-19,50,50,3,0 - No observation,Construction,"grassland,grassland,9, square fenced embankment with concrete, neck jako vodojem, betonova budka na umele mohyle. no mound around"
9627,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-19,22,20,1.2,4 - seriously damaged,Looting,"grassland,grassland,10-Dec"
8403,Legacy verification,Burial Mound,Annual agriculture,Scrub,2017-09-19,35,NA,2.5,2 - minor damage,Looting,#446-447
9628,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-19,24,23,1.2,2 - minor damage,Looting,"grassland,grassland,13-14"
8188,Legacy verification,Burial Mound,Annual agriculture,Other,2017-09-19,45,40,0.8,3 - damaged,Agriculture,"explain in notes (mix of agriculture, pasture, and bush,top mixture of agriculture, pasture and bush. concrete pole on top and elevation marker"
8189,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-19,35,30,0.8,5 - extinct or near extinct,Agriculture,
8190,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-19,50,40,0.8,5 - extinct or near extinct,Agriculture,
8191,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-19,40,35,0.8,5 - extinct or near extinct,Agriculture,
8404,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-19,28,NA,1.5,4 - seriously damaged,Agriculture,#450-452
9629,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-19,15,15,1.75,4 - seriously damaged,Agriculture,"grassland,grassland,15, Damaged by terracing activities, terracing activities on hilltop, east and west slope"
8192,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,2017-09-19,0,NA,0,0 - No observation,Agriculture,
9630,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-19,25,20,1.7,3 - damaged,Looting,"grassland,grassland,20-21, south half of mound damaged by road and deep ploughing, extremely windy"
8405,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-19,16,NA,0.6,4 - seriously damaged,Agriculture,"grassland (with a 4 m grass patch,ridge , excellent visibility within 10 km radius,#453"
9631,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-19,35,30,1.6,3 - damaged,Construction,"grassland,grassland,22,north part cut by road"
8193,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-19,45,40,1.2,5 - extinct or near extinct,Agriculture,
8406,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-19,20,NA,1,4 - seriously damaged,Agriculture,#455
9632,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-19,30,25,1,4 - seriously damaged,Looting,"grassland,grassland,23,24"
8194,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-19,25,12,1.3,5 - extinct or near extinct,Looting,"grassland,grassland"
8195,Survey,Burial Mound,Pasture,Pasture,2017-09-19,35,25,2,3 - damaged,Looting,"grassland,grassland"
9633,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-19,30,26,2.7,3 - damaged,Looting,"grassland,grassland,25-27"
9634,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-19,28,25,2.1,4 - seriously damaged,Looting,"grassland,grassland,28-30"
8407,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-19,30,25,1.75,4 - seriously damaged,Agriculture,"grassland (scrub only on 10% out mound, otherwise it''s stubble from the field,#462-3"
8196,Survey,Burial Mound,Annual agriculture,Annual agriculture,2017-09-19,55,50,1.2,4 - seriously damaged,Agriculture,
9635,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-19,25,25,1.2,2 - minor damage,Post-depositional,"grassland,grassland,31"
9636,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-19,40,35,3,3 - damaged,Looting,"grassland,grassland,32-33"
9637,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-19,24,23,2.1,3 - damaged,Looting,"grassland,grassland"
8197,Legacy verification,Burial Mound,Perennial agriculture,Perennial agriculture,2017-09-19,40,30,1.2,4 - seriously damaged,Agriculture,"e.g orchard or vineyard,e.g orchard or vineyard"
8408,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-19,36,NA,2.2,3 - damaged,Agriculture,#470
8409,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-19,17,NA,0.9,4 - seriously damaged,Agriculture,#473-474
8198,Legacy verification,Burial Mound,Annual agriculture,Scrub,2017-09-19,55,55,7,4 - seriously damaged,Looting,
8199,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-19,60,55,2,4 - seriously damaged,Agriculture,
8410,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2017-09-19,100,NA,0.5,3 - damaged,Agriculture,#479-480
8411,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-19,25,NA,1.4,3 - damaged,Agriculture,#481-483
8412,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-19,15,NA,0.3,5 - extinct or near extinct,Agriculture,#484
8413,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-19,15,NA,0.3,5 - extinct or near extinct,Agriculture,#485
8414,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-19,25,NA,1.15,3 - damaged,Agriculture,#486
9400,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-20,55,50,1.8,2 - minor damage,Agriculture,"photos 6,7"
9638,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-20,39,35,1.6,4 - seriously damaged,Agriculture,photos#8
9639,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,2017-09-20,100,100,0,3 - damaged,Agriculture,"photo#9-12
pottery scatter contains roman pottery and crumbled AC. 1 sherd per 3 sq metres"
9640,Legacy verification,Burial Mound,Perennial agriculture,Perennial agriculture,2017-09-20,25,23,0.8,3 - damaged,Agriculture,"e.g orchard or vineyard,e.g orchard or vineyard,photo#14-15"
8200,Legacy verification,Burial Mound,Forest,Forest,2017-09-20,10,10,0.5,5 - extinct or near extinct,Looting,
8415,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-20,13,10,1.1,3 - damaged,Post-depositional,"grassland,grassland,edge of a cliff!,#504-505"
8416,Legacy verification,Extinct Burial Mound,Other,Other,2017-09-20,0,NA,0,5 - extinct or near extinct,Excavation,"explain in notes (sand quarry at work,explain in notes,#506"
8417,Legacy verification,Extinct Burial Mound,Other,Other,2017-09-20,0,NA,0,5 - extinct or near extinct,Excavation,"explain in notes (sand quarry,explain in notes,#506"
8201,Legacy verification,Surface Scatter,Forest,Forest,2017-09-20,45,45,8,2 - minor damage,Looting,"overgrown, impossible to be pictured in a better way"
9641,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-20,43,39,2.6,3 - damaged,Agriculture,photo#27-28
8202,Legacy verification,Burial Mound,Forest,Scrub,2017-09-20,45,45,5,2 - minor damage,Looting,impossible to make better photo
8418,Legacy verification,Surface Scatter,Pasture,Pasture,2017-09-20,100,NA,1,2 - minor damage,Agriculture,"grassland,grassland"
8203,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-20,50,45,1.8,4 - seriously damaged,Agriculture,
9642,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,2017-09-20,100,100,0,3 - damaged,Agriculture,"photo#34-39
roman pottery scatter containing one amphora handle and one glass bracelet fragment"
8204,Legacy verification,Burial Mound,Annual agriculture,Scrub,2017-09-20,30,20,1.2,3 - damaged,Looting,
9643,Legacy verification,Uncertain Mound,Annual agriculture,Annual agriculture,2017-09-20,50,45,1.5,3 - damaged,Agriculture,"photo#41-42
pottery scatter from 9642 continues to the mound but it''s. highest density is where the point was taken"
8419,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2017-09-20,100,NA,0,3 - damaged,Agriculture,#528-531
8205,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-20,20,20,1.5,3 - damaged,Other,grassland
