TRAP,createdBy,Date,Type,AllNotes,Source,DescriptionOfMoundOrLocale,LU_Around,LU_Top,Latitude,Longitude,Northing,Easting,Accuracy,FacingDirectionForPhoto,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,DamageNotes,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWithin,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
9716,Petra Janouchova,2018-09-25,Burial Mound,"ext 305,306",Legacy verification,NA,Annual agriculture,Annual agriculture,42.13885994,26.96526062,4665194.456,497129.2303,3,North,0.5,30,NA,25,NA,Artefact scatter,"1 sherd, handle",Yes,NA,NA,4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Unknown,NA,"two bunkers visible from the spot; ploughed over, no rt visible",NA,POINT(497129.230261 4665194.456435)
8559,Verka Dolezalkova,2018-09-25,Burial Mound,958-959,Legacy verification,mound that has been plowed to be almost extinct. probably robbed although no remaining signs of this happening due to continual plowing annually. lots of stones on top,Annual agriculture,Scrub,42.16213696,26.9283028,4667780.849,494077.3059,3,South,0.4,26,NA,20,NA,Artefact scatter,big stones/boulders that are about 20cm large. pottery scatter in plowed field. ext photos 961-962,Yes,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8559_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8559_2.jpg''}}",4 - seriously damaged,annual plowing,Agriculture,bioturbation,4 - minimal,Agriculture,Last year,NA,NA,NA,POINT(494077.305859 4667780.848509)
9717,Petra Janouchova,2018-09-25,Surface Scatter,"ext 311, harrowed field",Survey,NA,Annual agriculture,Annual agriculture,42.1663793,26.9267132,4668251.995,493946.3978,3,Northeast,0,300,NA,NA,check GPS track log,Loose artefacts,pottery scatter,Yes,NA,NA,0 - No observation,,Agriculture,NA,1 - full,Agriculture,Last month,NA,harrowed field,NA,POINT(493946.397758 4668251.99506)
9718,Petra Janouchova,2018-09-25,Burial Mound,ext 322-327,Legacy verification,NA,Annual agriculture,Scrub,42.16796513,26.9307658,4668427.794,494281.2914,3,Northeast,4,50,3,40,cut sides by agriculture,Loose artefacts,insignificant pottery,Yes,maybe roman,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9718_1.jpg''}}",4 - seriously damaged,,Looting,agriculture,4 - minimal,Looting,Unknown,"01,rect,10,9,1,top to east;02,rect, 2,6,2, south to east","ext 328,rt 02, ext 329 overview of rts, top almost completely robbed with huge RTS, not so much overgrown, possibly last 5 yrs","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9718_1.jpg''}}",POINT(494281.291365 4668427.794083)
8560,Verka Dolezalkova,2018-09-25,Burial Mound,grassland,Legacy verification,mound on top of hill,Pasture,Pasture,42.16318335,26.93214506,4667896.771,494394.7959,3,North,1.6,30,NA,NA,NA,NA,NA,No,NA,NA,1 - pristine,,Agriculture,NA,2 - good,Agriculture,Unknown,NA,NA,NA,POINT(494394.795888 4667896.771494)
8561,Verka Dolezalkova,2018-09-25,Uncertain Feature,"uncertain burial mound ),967-968,grassland",Survey,slightly inclined feature in field with large stone pile on top. stone coverage and stones from field piled up near tree on top,Pasture,Pasture,42.16426638,26.93248735,4668017,494423.1655,3,North,1,25,NA,20,NA,NA,ext 969-970,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last year,NA,NA,NA,POINT(494423.165532 4668017.000337)
8562,Verka Dolezalkova,2018-09-25,Uncertain Feature,"971-972,grassland",Survey,small scrub section with stones in the middle of field,Pasture,Pasture,42.16423484,26.93361578,4668013.425,494516.376,3,North,0.5,25,NA,20,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Last year,NA,NA,NA,POINT(494516.376035 4668013.424976)
8563,Verka Dolezalkova,2018-09-25,Uncertain Feature,"975-976,grassland",Survey,large scrub feature in field with large pile of rocks inside scrub,Scrub,Pasture,42.16560601,26.9317123,4668165.793,494359.2627,3,North,0.4,30,NA,30,NA,Artefact scatter,ext photo 973-974,Yes,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8563_1.jpg''}}",4 - seriously damaged,only if it is a mound,Agriculture,NA,3 - impaired,Agriculture,Unknown,NA,NA,NA,POINT(494359.262728 4668165.792964)
9719,Petra Janouchova,2018-09-25,Burial Mound,"ext 335-7,grassland",Survey,NA,Pasture,Pasture,42.16457999,26.92953391,4668052.019,494179.228,3,Southwest,1,35,NA,25,NA,NA,stones,No,NA,NA,4 - seriously damaged,,Looting,agriculture,4 - minimal,Post-depositional,Last year,"01,rect,6,2.5,1.5;02,rect,2,2,0.8","ext340 overview, recent RTS, stones next to rt","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9719_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9719_2.jpg''}}",POINT(494179.228034 4668052.018584)
9720,Petra Janouchova,2018-09-25,Burial Mound,"ext 342,343,grassland",Survey,NA,Pasture,Pasture,42.16498688,26.92858909,4668097.261,494101.2201,3,West,1.5,30,NA,25,NA,Artefact scatter,NA,Yes,NA,NA,2 - minor damage,,Looting,NA,2 - good,Looting,Last week,"01, rect, 2,0.5,0.5","drilled holes, 1 m apart, on the top of the mound near a small rt, pottery on surface, robbers looking for a chambet","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9720_1.jpg''}}",POINT(494101.220134 4668097.260933)
9808,Elissa SinClair,2018-09-25,Surface Scatter,"064-066,river valley - creek forms one border",Survey,"Open air site situated in agricultural fields on the northern bank of the Popovska river, to the east of the northern tributary closest to Dabovo. The type of site/feature is uncertain perhaps a farmhouse? It is likely that the site continues to the north, on the other side of the modern road, but this area was not surveyed

created subsequent to field work
Site Walked 13 Sep
coordinates manually inputed",Annual agriculture,Annual agriculture,42.20252624,26.76577159,4672289,480663,999,No Observation,NA,NA,NA,NA,(75-100 x 450-550),"Artefact scatter (finds included hand-made pottery (chronology unclear, pre-ottoman), wheel-made ottoman pottery, and some blue-coloured glass typical of the 19th Century.)","(harrowed field, 8-12cm deep)",Yes (Popovo_3),NA,NA,0 - No observation,,Anthropogenic,NA,No observation,Agriculture,Unknown,NA,NA,NA,POINT(470046.275855 4665291.364337)
9809,Elissa SinClair,2018-09-25,Surface Scatter,"069-070,scrub alongside modern dirt road,between road and creek",Survey,"Site is a very light surface scatter, containing hand-made pottery of indistinct chronology. Site was scrub, alongside a modern dirt-road, on the north-eastern side of the Popovska River, where it joins the Vodenska River.

created subsequent to field work
site walked 14 Sep
coordinates manually created",Scrub,Scrub,42.0549585,26.90512074,4655883,492149,999,No Observation,NA,NA,NA,NA,(70 x 400),"Artefact scatter (handmade pottery, date unknown)",NA,No,NA,NA,0 - No observation,,No observation,NA,No observation,Unknown,No observation,NA,NA,NA,POINT(470027.074917 4665279.300474)
9810,Elissa SinClair,2018-09-25,Surface Scatter,"075-080,grassland, forest and scrub,grassland (scrub and grass plain,hilltop/plateau area,hilltop, however one of the smaller/est slopes in the area",Survey,"Site is open-air settlement from medieval period, situated on the north bank of the Popovska river. High point, opposite the Voden Castle and Monastery. 

created subsequent to field work
Site Walked 14 Sep
coordinates created manually",Scrub,Pasture,42.05463573,26.90986394,4655846,492542,999,No Observation,NA,NA,NA,NA,NA,"Artefact scatter (On the surface are pieces of wheel made pottery from the medieval period, c. 10-12th Century. There are also pieces of daub, and one piece from an iron tool)",(~40cm grass),Yes (Voden_03),"(medieval, 10th-12th C.)",NA,0 - No observation,,No observation,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(470038.646973 4665273.635797)
9811,Elissa SinClair,2018-09-25,Surface Scatter,"081-096,forest on hill slopes, some scrub at base,forest around monastery site - cleared and cleaned during excavations, so mostly scrub within the monastery",Legacy verification,"Monastery site Very prominent hill top site, neighbouring hill was location of Castle, 

Site walked 14 Sep
Created subsequent to field work",Forest,Forest,42.05094813,26.91285884,4655437,492789,999,No Observation,NA,NA,NA,NA,NA,Other Monastery,NA,No,NA,NA,4 - seriously damaged,,Anthropogenic,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(470050.550629 4665274.145173)
9812,Elissa SinClair,2018-09-25,Surface Scatter,"100-111,grassland (some scrub, primarily long grass (50cm+ in some areas.,hilltop/plateau area",Survey,"This is another open-air site from the medieval period, on a hill similar in height and size to Site 9810, although the pottery fragments extend further down the slope than in the previous site.

created subsequent to field work
Site walked 14 September
coordinates manual",Pasture,Pasture,42.05436575,26.90714919,4655187,492317,999,No Observation,NA,NA,NA,NA,NA,Artefact scatter (medieval wheel-made pottery),NA,No (see 9810 (Voden_03) for typical materials),(medieval),NA,0 - No observation,,No observation,NA,No observation,Unknown,No observation,NA,NA,NA,POINT(470045.357065 4665284.848877)
9813,Elissa SinClair,2018-09-25,Surface Scatter,"explain in notes annual agriculture, site of Malko Sharkovo Dam,explain in notes (annual agriculture, site of Malko Sharkovo Dam",Survey,"north bank of Malko Sharkovo Dam Tributary, 

created subsequent to field work
Site Walked 17 September
coordinates manually determined",Other,Other,42.1226405,26.88514889,4663399,490507,999,No Observation,NA,NA,NA,NA,NA,Artefact scatter (hand-made pottery (period unknown)),(agricultural stubble),Yes (Malko_Sharkovo_01),NA,NA,0 - No observation,,No observation,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(470039.031366 4665288.264479)
9814,Elissa SinClair,2018-09-25,Surface Scatter,"explain in notes scrub/ agriculture, site of malko sharkovo dam tributary,explain in notes (scrub/ agriculture, site of malko sharkovo dam (tributary",Survey,"opposite 9813 alternate bank, possibly connected in terms of settlement

Created subsequent to field work
site walked 17 september
coordinates manually created",Other,Other,42.12106461,26.88460015,4693037,490461,999,No Observation,NA,NA,NA,NA,NA,Artefact scatter (handmade prehistoric pottery),NA,Yes (Malko Sharkovo 2),(prehistoric - chalcolthic? ),NA,0 - No observation,,No observation,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(470042.240591 4665293.646208)
9815,Elissa SinClair,2018-09-25,Surface Scatter,,Survey,"Located North of the Malko Sharkovo Dam, in agricultural field. Open air settlement from the Antique Period. 

Created subsequent to field work
site walked 17th September
manual coordinates",Annual agriculture,Annual agriculture,42.17379576,26.82435148,4661974,490516,999,No Observation,NA,NA,NA,NA,NA,"Artefact scatter (Pieces from wheel made pottery, and brick/tile fragments)",NA,Yes (Malko_Sharkovo_03),NA,NA,0 - No observation,,Anthropogenic,NA,No observation,Agriculture,Unknown,NA,NA,NA,POINT(470040.439611 4665307.462522)
9816,Elissa SinClair,2018-09-25,Other,"141-145,grassland",Survey,"Site is on a hill top, and is the location of 3 different military trenches, along with a sunken T-Shaped stone structure. 

manual coordinates
site created subsequent to field work surveyed on 17th September",Pasture,Pasture,42.09959012,26.90839542,4660838,492425,999,No Observation,NA,NA,NA,NA,NA,Other (trenches and sunken structure),NA,No,NA,NA,0 - No observation,,No observation,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(470039.620218 4665317.071272)
9817,Elissa SinClair,2018-09-25,Surface Scatter,,Survey,"Surface scatter, possible settlement site. Open air settlement from the Antique period, situated in agricultural fields on the north bank of Popovska river, opposite site ID#9805. Down the slope from the Old Bolyarovo Military Base

Manual Coordinates, site walked on the 21st site created subsequent during data sanitisation",Annual agriculture,Annual agriculture,42.13708983,26.81680113,4665014,484861,999,No Observation,NA,NA,NA,NA,NA,"Artefact scatter ( Finds include body fragments from pottery, and more pieces of bricks and tiles, with a high portion of modern additions (possibly trash from the military occupation up the slope to the north). )","(Ploughed field, 10-20cm)",Yes (Bolyarovo_04),NA,NA,0 - No observation,,No observation,NA,No observation,Unknown,No observation,NA,NA,NA,POINT(470038.316747 4665321.9981)
9818,Elissa SinClair,2018-09-25,Other,"geodetic marker,153-155",Survey,"light forest

Manual Coordinates, site walked on the 21st site created subsequent during data sanitisation",Forest,Forest,42.17379576,26.82435148,4669088,485493,999,No Observation,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,0 - No observation,geodetic point - N/A,No observation,NA,No observation,No observation,No observation,NA,NA,NA,POINT(470041.853393 4665327.299104)
9819,Elissa SinClair,2018-09-25,Surface Scatter,,Survey,"Unknown feature situated very close to the left bank of the Popovska River, downslope from #9806. Possible continuation of site ID#9806, although Todor suggests it could be a separate site.

Manual Coordinates, site walked on the 21st site created subsequent during data sanitisation",Annual agriculture,Annual agriculture,42.16781592,26.81946918,4668425,485088,999,No Observation,NA,NA,NA,NA,NA,"Artefact scatter ( Finds include wheel-made medieval pottery, and handmade pottery (possibly iron age). )","(lightly harrowed, some scrub)",Yes (Bolyarovo_06),NA,NA,0 - No observation,,Agriculture,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(470039.879019 4665318.51509)
8705,Adela Sobotkova,2018-09-26,Other,"526 - 532,grassland",Survey,Military Trench,Pasture,Pasture,42.07185638,26.81303322,4657771.316,484533.2858,3,East,2,0,NA,NA,NA,NA,NA,No,NA,NA,0 - No observation,,No observation,NA,No observation,Not available,No observation,NA,NA,NA,POINT(484533.285752 4657771.315502)
9721,Petra Janouchova,2018-09-26,Extinct Burial Mound,356,Legacy verification,"great view towards the borders, mound replaced with a military bunker",Scrub,Scrub,42.06803292,26.79285469,4657350.642,482863.0002,3,North,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,"military),specify in Annotation (military),cold war",Other,NA,5 - none or nearly none,Other,Other,NA,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9721_1.jpg''}}",POINT(482863.000156 4657350.642431)
8706,Adela Sobotkova,2018-09-26,Other,"533-546,grassland",Survey,Tank Emplacement plus trench,Pasture,Pasture,42.07251771,26.81279591,4657844.787,484513.8151,64,Northeast,0.5,0,NA,NA,NA,NA,NA,No,NA,NA,0 - No observation,,Other,military activity,No observation,Not available,No observation,NA,NA,NA,POINT(484513.815099 4657844.78693)
8707,Adela Sobotkova,2018-09-26,Other,"547-564,grassland",Survey,Bunker,Pasture,Pasture,42.07304638,26.81160062,4657903.702,484415.0658,3,Southwest,1.5,5,NA,NA,NA,NA,NA,No,NA,NA,0 - No observation,,Other,military activity,1 - full,Not available,Not relevant,NA,NA,NA,POINT(484415.065835 4657903.702292)
8708,Adela Sobotkova,2018-09-26,Other,"565,grassland",Survey,Tank Embankment,Pasture,Pasture,42.0721354,26.81249906,4657802.393,484489.1658,128,Southwest,3,6,2.5,8,6x8,NA,NA,No,NA,NA,0 - No observation,,Other,military activity,No observation,Not available,No observation,NA,NA,NA,POINT(484489.165756 4657802.392541)
8709,Adela Sobotkova,2018-09-26,Extinct Burial Mound,"566-575,grassland",Legacy verification,"Extinct mound, now military bunker",Pasture,Pasture,42.07098546,26.81565393,4657674.146,484749.8738,3,Southeast,2.2,100,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Other,military activity,5 - none or nearly none,Infrastructure,Unknown,NA,NA,NA,POINT(484749.873833 4657674.146476)
8710,Adela Sobotkova,2018-09-26,Other,"582,grassland",Survey,Tank Embankment,Pasture,Pasture,42.07137236,26.8176182,4657716.756,484912.4611,3,East,0.5,16,NA,14,NA,NA,NA,No,NA,NA,0 - No observation,,Other,military activity,No observation,Not available,No observation,NA,NA,NA,POINT(484912.461103 4657716.756166)
9722,Petra Janouchova,2018-09-26,Extinct Burial Mound,"ext 372,373",Legacy verification,NA,Scrub,Scrub,42.08819975,26.83071081,4659582.882,485999.2475,3,Southwest,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Looting,agriculture,5 - none or nearly none,Looting,Unknown,"01, rectangle,3,2.5,1","large stones in rt, overgrown with scrub","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9722_1.jpg''}}",POINT(485999.247475 4659582.881509)
8711,Adela Sobotkova,2018-09-26,Other,"584,grassland,Still see concrete walls of round bunker. broken but in situ",Survey,old Bunker with concrete walls. In situ but broken,Pasture,Pasture,42.0673418,26.82500128,4657267.966,485522.3105,3,North,2.2,8,NA,4,4x8,NA,NA,No,NA,NA,0 - No observation,,Other,military activity,No observation,Not available,No observation,NA,NA,NA,POINT(485522.3105 4657267.96584)
9723,Petra Janouchova,2018-09-26,Burial Mound,"ext. CRM 385, 386, ext. overview 388, 387",Legacy verification,NA,Scrub,Scrub,42.11603656,26.79230229,4662680.632,482830.2517,3,Northeast,1,20,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,NA,3 - impaired,Looting,Unknown,"01,rect,2,1,0.5, on the south","concrete pole on the top, next to the three antennas, possibly military and cell phones","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9723_1.jpg''}}",POINT(482830.251736 4662680.631795)
8712,Adela Sobotkova,2018-09-26,Burial Mound,592-593,Legacy verification,NA,Pasture,Scrub,42.05789004,26.85620688,4656213.724,488102.1943,3,South,0.8,8,NA,NA,NA,Other,"Boulders to north west , 7",No,NA,NA,1 - pristine,,Post-depositional,NA,2 - good,Post-depositional,Last year,NA,NA,NA,POINT(488102.194272 4656213.723773)
9724,Petra Janouchova,2018-09-26,Burial Mound,"ext 393-406,grassland",Legacy verification,NA,Scrub,Pasture,42.11354497,26.7522024,4662412.825,479514.5092,3,Southwest,4,35,NA,NA,NA,NA,heaps of stones,No,NA,NA,4 - seriously damaged,,Looting,heavily looted,4 - minimal,Looting,Last month,"01,rectangle,3,2,3;02,rectangle,3,2,1;03,rectangle, 2,1,0.5;04,rectangle,2,1,1",photo ext 395-401 rt 01 and 02;,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9724_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9724_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9724_3.jpg''}}",POINT(479514.509173 4662412.824982)
9725,Petra Janouchova,2018-09-26,Burial Mound,ext 407-422,Survey,"heaps of smaller RT''s around, reaching bedrock",Scrub,Scrub,42.11333787,26.75268924,4662389.714,479554.6899,3,South,3,35,NA,NA,NA,NA,heaps of stones,No,NA,NA,4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Last year,"01,rectangular,6,3,1.5;02,rectangular,2.5,2,1;03,rectangular, 2,1,1;",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9725_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9725_2.jpg''}}",POINT(479554.689899 4662389.714006)
