TopoID,Notes,LU_Around,LU_top,RS_Status,RS_feature_type,Source,Length,Width,AtlasHeight,Atlas_page,RT_number,CRM,Elevation,Needs_GC,AS_feedback,RS_note,2001,2003,2004,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Stephanie_Notes,Honza_Notes,Tatjana_Notes
200722,50m to SE,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,17,17,2,p.8,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
200723,50m to SE,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,20,17,1,p.9,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
200724,,Pasture,Forest,unverifiable: RS impossible,None visible,Atlas of Yambol Mounds,NA,NA,3,p.9,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
200725,,Scrub,Scrub,unverifiable: RS impossible,None visible,Russian topo maps,NA,NA,NA,p.13,,NA,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,,,
200726,soilmark and a surface texture change visible in 2010 ploughing patterns,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Russian topo maps,14,10,NA,p.13,,,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
200727,,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,20,20,3,p.13,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
200728,mound is 30 m to W of point,Annual,Scrub,"TP - mound recognized clearly in imagery, either current, or some historical image.",Cropmark,Atlas of Yambol Mounds,36,35,3,p.12,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
200730,"point sits next to a 25 m very round patch of forest/scrub, covering a probable mound",Pasture,Scrub,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Cropmark,Atlas of Yambol Mounds,26,26,3,p.13,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,? = maybe something unsure,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",,,
200731,"uncertain needs GC, possibly under teh canpy of trees in the border division?",Annual,Scrub,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Cropmark,Atlas of Yambol Mounds,25,25,1,p.13,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",? = maybe something unsure,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",? = maybe something unsure,X - no new capture this year,? = maybe something unsure,Alyssa: there are several brown/black circles near it. Could be something?,,
200732,,Annual,Scrub,"TP - mound recognized clearly in imagery, either current, or some historical image.",Cropmark,Atlas of Yambol Mounds,25,25,3,p.13,,,,,LU ok,"Mound 10 m off to East from mark, overgrown with grass",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",,,
200733,possible two mounds,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Cropmark,Atlas of Yambol Mounds,20,17,2,p.13,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",Alyssa: possibly 2 mounds here,,
200734,more mounds nearby,Annual,Scrub,"TP - mound recognized clearly in imagery, either current, or some historical image.",Cropmark,Atlas of Yambol Mounds,25,20,2,p.13,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",,,
